trade_idx,split_00,split_01,split_02,split_03,split_04,split_05,split_06,split_07,split_08,split_09,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24,split_25,split_26,split_27,split_28,split_29,split_30,split_31,split_32,split_33,split_34,split_35,split_36,split_37,split_38,split_39,split_40,split_41,split_42,split_43,split_44
1341,3615.2950,2436.5450,4490.9200,645.9200,34.6700,4919.6700,3184.0450,-1435.3300,1728.4200,25.2950,-4474.0800,389.6700,1139.6700,-137.8300,18.4200,2308.4200,-789.0800,-7804.7050,21277.7950,-3887.8300,2542.7950,12451.5450,1969.0450,1647.7950,-2634.0800,-2638.4550,-3025.3300,3900.2950,2960.9200,4467.1700,8937.1700,28413.4200,-20542.2050,-3780.9550,-7432.2050,680.9200,3009.0450,2989.6700,1119.6700,3432.7950,6252.1700,4544.0450,7880.9200,8019.6700,6709.6700
1342,3602.8050,2457.8050,4580.9300,667.1800,7.1800,4940.9300,3172.8050,-1479.0700,1749.6800,46.5550,-4485.3200,410.9300,1160.9300,-116.5700,-21.5700,2297.1800,-800.3200,-7747.1950,21215.3050,-3830.3200,2620.3050,12389.0550,2026.5550,1705.3050,-2715.3200,-2719.6950,-3036.5700,3819.0550,2982.1800,4488.4300,8958.4300,28434.6800,-20352.1950,-3759.6950,-7443.4450,669.6800,3030.3050,2978.4300,1140.9300,3295.3050,6273.4300,4565.3050,7870.9300,8008.4300,6594.6800
1343,3612.8150,2446.5650,4602.1900,655.9400,-4.0600,5032.1900,3161.5650,-1490.3100,1842.1900,-25.3100,-4525.3100,339.0650,1089.0650,-127.8100,-0.3100,2285.9400,-811.5600,-7669.6850,21132.8150,-3752.8100,2701.5650,12306.5650,2104.0650,1782.8150,-2694.0600,-2698.4350,-3047.8100,3840.3150,3003.4400,4477.1900,8947.1900,28455.9400,-20330.9350,-3738.4350,-7422.1850,690.9400,3019.0650,2967.1900,1129.6900,3284.0650,6122.1900,4427.8150,7859.6900,8018.4400,6583.4400
1344,3634.0750,2489.0750,4590.9500,747.2000,-15.3000,4927.2000,3204.0750,-1517.8000,1830.9500,-94.0500,-4504.0500,270.3250,1020.3250,-215.3000,20.9500,2245.9500,-822.8000,-7588.4250,21046.5750,-3671.5500,2722.8250,12220.3250,2017.8250,1864.0750,-2705.3000,-2709.6750,-3059.0500,3829.0750,2992.2000,4465.9500,8968.4500,28444.7000,-20309.6750,-3749.6750,-7400.9250,679.7000,3007.8250,2988.4500,1118.4500,3192.8250,6268.4500,4416.5750,7848.4500,8002.2000,6485.9500
1345,3611.5850,2510.3350,4682.2100,865.9600,-26.5400,4948.4600,3225.3350,-1529.0400,1740.9600,-72.7900,-4482.7900,291.5850,1041.5850,-194.0400,-50.9150,2267.2100,-834.0400,-7567.1650,21035.3350,-3650.2900,2805.3350,12209.0850,2039.0850,1885.3350,-2716.5400,-2720.9150,-3070.2900,3817.8350,2980.9600,4454.7100,8989.7100,28465.9600,-20288.4150,-3728.4150,-7412.1650,668.4600,3029.0850,2977.2100,1139.7100,3070.3350,6289.7100,4325.3350,7838.4600,8023.4600,6474.7100
1346,3600.3450,2531.5950,4800.9700,887.2200,-5.2800,4858.4700,3246.5950,-1540.2800,1729.7200,-84.0300,-4554.6550,280.3450,1030.3450,-205.2800,-119.6550,2288.4700,-874.0300,-7484.6550,20947.8450,-3567.7800,2826.5950,12121.5950,1951.5950,1797.8450,-2727.7800,-2732.1550,-3101.5300,3806.5950,2969.7200,4443.4700,9110.9700,28487.2200,-20267.1550,-3707.1550,-7390.9050,689.7200,2941.5950,2965.9700,1222.2200,3059.0950,6152.2200,4202.8450,7859.7200,8044.7200,6463.4700
1347,3582.8550,2569.1050,4905.9800,968.4800,-19.0200,4847.2300,3202.8550,-1551.5200,1718.4800,-171.5200,-4623.3950,192.8550,942.8550,-276.5200,-98.3950,2216.6050,-852.7700,-7463.3950,20936.6050,-3546.5200,2847.8550,12110.3550,1972.8550,1819.1050,-2739.0200,-2743.3950,-3117.7700,3795.3550,2958.4800,4432.2300,9001.6050,28608.4800,-20245.8950,-3585.8950,-7369.6450,602.2300,2930.3550,2987.2300,1243.4800,3047.8550,6140.9800,4191.6050,7880.9800,8033.4800,6484.7300
1348,3604.1150,2590.3650,4927.2400,1058.4900,-49.0100,4835.9900,3191.6150,-1530.2600,1670.9900,-150.2600,-4602.1350,214.1150,964.1150,-255.2600,-109.6350,2147.8650,-831.5100,-7442.1350,20925.3650,-3525.2600,2836.6150,12099.1150,1961.6150,1807.8650,-2750.2600,-2754.6350,-3096.5100,3784.1150,2927.2400,4400.9900,8990.3650,28499.1150,-20224.6350,-3695.2600,-7248.3850,590.9900,2867.8650,2899.7400,1180.9900,2975.3650,6049.7400,4180.3650,7902.2400,8045.9900,6512.2400
1349,3581.6250,2562.8750,5018.5000,1157.2500,-27.7500,4788.5000,3164.1250,-1544.0000,1692.2500,-161.5000,-4613.3750,202.8750,952.8750,-234.0000,-197.1250,2169.1250,-903.3750,-7453.3750,20946.6250,-3504.0000,2864.1250,12120.3750,1982.8750,1829.1250,-2781.5000,-2785.8750,-3180.2500,3752.8750,2911.0000,4384.7500,9011.6250,28487.8750,-20203.3750,-3706.5000,-7144.0000,528.5000,2856.6250,2888.5000,1169.7500,2964.1250,5927.2500,4107.8750,7907.2500,8064.7500,6533.5000
1350,3602.8850,2584.1350,5118.5100,1178.5100,-42.7400,4809.7600,3152.8850,-1573.9900,1713.5100,-232.7400,-4700.8650,131.6350,881.6350,-388.3650,-175.8650,2157.8850,-972.1150,-7425.8650,20914.1350,-3536.4900,2916.6350,12087.8850,1950.3850,1796.6350,-2797.7400,-2802.1150,-3255.2400,3736.6350,2932.2600,4406.0100,9032.8850,28509.1350,-20082.1150,-3717.7400,-7155.2400,549.7600,2845.3850,2826.0100,1191.0100,2985.3850,5916.0100,4096.6350,7924.1350,8104.7600,6554.7600
1351,3624.1450,2590.3950,5139.7700,1263.5200,-53.9800,4831.0200,3141.6450,-1585.2300,1671.0200,-211.4800,-4679.6050,152.8950,902.8950,-489.6050,-187.1050,2070.3950,-950.8550,-7373.3550,20856.6450,-3593.9800,2976.6450,12030.3950,1892.8950,1739.1450,-2776.4800,-2780.8550,-3313.3550,3757.8950,2848.5200,4322.2700,9054.1450,28530.3950,-19977.7300,-3696.4800,-7166.4800,571.0200,2906.6450,2814.7700,1252.2700,3006.6450,5904.7700,4117.8950,7964.1450,8126.0200,6559.7700
1352,3645.4050,2579.1550,5224.7800,1284.7800,-32.7200,4788.5300,3130.4050,-1600.2200,1659.7800,-190.2200,-4690.8450,174.1550,924.1550,-578.3450,-258.3450,2091.6550,-962.0950,-7313.3450,20791.6550,-3658.9700,2997.9050,11965.4050,1827.9050,1674.1550,-2860.2200,-2864.5950,-3292.0950,3674.1550,2773.5300,4247.2800,9042.9050,28551.6550,-19988.9700,-3675.2200,-7145.2200,632.2800,2927.9050,2836.0300,1241.0300,2946.6550,5832.2800,4139.1550,7985.4050,8114.7800,6581.0300
1353,3634.1650,2600.4150,5246.0400,1306.0400,-35.2100,4777.2900,3151.6650,-1611.4600,1632.2900,-344.5850,-4762.0850,19.7900,769.7900,-557.0850,-237.0850,2080.4150,-1049.5850,-7292.0850,20780.4150,-3670.2100,2986.6650,11954.1650,1816.6650,1662.9150,-2935.2100,-2939.5850,-3270.8350,3599.1650,2715.4150,4189.1650,9031.6650,28540.4150,-20000.2100,-3653.9600,-7123.9600,621.0400,2892.9150,2897.2900,1206.0400,2915.4150,5821.0400,4079.1650,7974.1650,8103.5400,6569.7900
1354,3530.4250,2586.6750,5267.3000,1348.5500,-46.4500,4749.8000,3137.9250,-1590.2000,1621.0500,-445.8250,-4740.8250,-81.4500,668.5500,-568.3250,-215.8250,2009.1750,-1028.3250,-7285.8250,20769.1750,-3681.4500,2975.4250,11942.9250,1805.4250,1651.6750,-2993.3250,-2997.7000,-3349.5750,3541.0500,2736.6750,4210.4250,8927.9250,28529.1750,-19978.9500,-3665.2000,-7102.7000,586.0500,2881.6750,2886.0500,1194.8000,2904.1750,5842.3000,4047.9250,7962.9250,8092.3000,6591.0500
1355,3519.1850,2556.6850,5309.8100,1369.8100,-25.1900,4738.5600,3107.9350,-1592.6900,1609.8100,-534.5650,-4719.5650,-170.1900,579.8100,-635.8150,-370.1900,2030.4350,-1039.5650,-7297.0650,20790.4350,-3692.6900,2974.1850,11964.1850,1794.1850,1640.4350,-2972.0650,-2976.4400,-3450.8150,3562.3100,2757.9350,4231.6850,8829.1850,28425.4350,-19957.6900,-3768.9400,-7113.9400,607.3100,2870.4350,2851.0600,1183.5600,2891.6850,5863.5600,4036.6850,7951.6850,8142.3100,6612.3100
1356,3507.9450,2545.4450,5331.0700,1358.5700,-31.4300,4727.3200,3096.6950,-1603.9300,1598.5700,-513.3050,-4873.9300,-148.9300,601.0700,-698.3050,-471.4300,2051.6950,-1110.8050,-7300.8050,20789.1950,-3696.4300,2962.9450,11962.9450,1790.4450,1636.6950,-2950.8050,-2955.1800,-3429.5550,3583.5700,2679.1950,4152.9450,8877.9450,28519.1950,-19936.4300,-3675.1800,-7217.6800,628.5700,2932.3200,2839.8200,1245.4450,2880.4450,5803.5700,4024.1950,8001.6950,8163.5700,6642.3200
1357,3434.2050,2530.4550,5360.4550,1396.0800,-42.6700,4716.0800,3081.7050,-1582.6700,1619.8300,-524.5450,-4975.1700,-160.1700,589.8300,-677.0450,-560.1700,1897.3300,-1089.5450,-7279.5450,20777.9550,-3675.1700,2999.2050,11951.7050,1779.2050,1625.4550,-3029.5450,-3033.9200,-3408.2950,3504.8300,2577.9550,4051.7050,8899.2050,28567.9550,-19915.1700,-3626.4200,-7123.9200,561.7050,2998.5800,2828.5800,1311.7050,2869.2050,5772.3300,4012.9550,8022.9550,8184.8300,6631.0800
1358,3455.4650,2519.2150,5399.2150,1417.3400,-53.9100,4737.3400,3070.4650,-1588.9100,1606.0900,-592.0350,-5063.9100,-227.6600,522.3400,-720.7850,-538.9100,1796.0900,-1068.2850,-7320.7850,20814.2150,-3716.4100,2987.9650,11987.9650,1815.4650,1584.2150,-3130.7850,-3135.1600,-3540.7850,3403.5900,2599.2150,4072.9650,8945.4650,28589.2150,-19816.4100,-3605.1600,-7075.1600,490.4650,2987.3400,2890.4650,1332.9650,2857.9650,5793.5900,4001.7150,8044.2150,8173.5900,6652.3400
1359,3395.4750,2540.4750,5420.4750,1389.8500,-45.1500,4723.6000,3091.7250,-1600.1500,1576.1000,-654.5250,-5042.6500,-290.1500,459.8500,-732.0250,-550.1500,1707.3500,-1222.6500,-7332.0250,20802.9750,-3695.1500,3009.2250,11976.7250,1804.2250,1572.9750,-3109.5250,-3113.9000,-3552.0250,3424.8500,2620.4750,4094.2250,8966.7250,28635.4750,-19722.6500,-3558.9000,-7053.9000,479.2250,2962.3500,2819.2250,1307.9750,2917.9750,5781.1000,3990.4750,8032.9750,8199.8500,6673.6000
1360,3384.2350,2537.9850,5392.9850,1378.6100,-55.1400,4693.6100,3089.2350,-1611.3900,1564.8600,-633.2650,-5053.8900,-268.8900,481.1100,-743.2650,-617.6400,1728.6100,-1323.8900,-7310.7650,20791.7350,-3706.3900,3030.4850,11965.4850,1792.9850,1561.7350,-3088.2650,-3092.6400,-3563.2650,3446.1100,2487.9850,3961.7350,8949.2350,28656.7350,-19673.8900,-3537.6400,-7007.6400,454.2350,2983.6100,2840.4850,1296.7350,2906.7350,5769.8600,4050.4850,8059.2350,8234.8600,6694.8600
1361,3372.9950,2526.7450,5381.7450,1367.3700,-74.5050,4682.3700,3077.9950,-1625.1300,1549.8700,-677.0050,-5121.3800,-312.6300,437.3700,-754.5050,-680.1300,1717.3700,-1412.6300,-7289.5050,20780.4950,-3717.6300,3051.7450,11954.2450,1781.7450,1550.4950,-3220.7550,-3225.1300,-3574.5050,3313.6200,2476.7450,3950.4950,8970.4950,28669.2450,-19685.1300,-3525.1300,-6986.3800,442.9950,3018.6200,2815.4950,1256.7450,2895.4950,5758.6200,4039.2450,8094.2450,8256.1200,6727.9950
1362,3344.2550,2548.0050,5370.5050,1356.1300,-53.2450,4667.3800,3099.2550,-1620.1200,1538.6300,-688.2450,-5183.8700,-323.8700,426.1300,-765.7450,-658.8700,1649.8800,-1391.3700,-7300.7450,20801.7550,-3696.3700,3111.7550,11975.5050,1803.0050,1571.7550,-3231.9950,-3236.3700,-3585.7450,3302.3800,2465.5050,3939.2550,8959.2550,28658.0050,-19638.8700,-3536.3700,-6973.8700,478.0050,3007.3800,2804.2550,1245.5050,2800.5050,5747.3800,4060.5050,8115.5050,8273.0050,6716.7550
1363,3365.5150,2541.7650,5359.2650,1377.3900,-31.9850,4656.1400,3093.0150,-1605.7350,1559.8900,-699.4850,-5162.6100,-335.1100,414.8900,-741.3600,-702.6100,1587.3900,-1402.6100,-7240.7350,20861.7650,-3636.3600,3133.0150,12035.5150,1863.0150,1631.7650,-3243.2350,-3247.6100,-3611.9850,3291.1400,2454.2650,3928.0150,8922.3900,28646.7650,-19650.1100,-3515.1100,-6985.1100,499.2650,2984.8900,2764.2650,1223.0150,2879.2650,5807.3900,3965.5150,8132.3900,8294.2650,6738.0150
1364,3318.0250,2530.5250,5380.5250,1363.6500,-43.2250,4677.4000,3081.7750,-1584.4750,1557.4000,-710.7250,-5206.3500,-346.3500,403.6500,-711.3500,-713.8500,1608.6500,-1470.1000,-7219.4750,20850.5250,-3647.6000,3201.1500,12024.2750,1851.7750,1653.0250,-3254.4750,-3258.8500,-3590.7250,3279.9000,2443.0250,3916.7750,8941.1500,28609.9000,-19637.6000,-3483.2250,-6963.8500,516.7750,3006.1500,2753.0250,1244.2750,2868.0250,5796.1500,3881.7750,8121.1500,8283.0250,6759.2750
1365,3339.2850,2519.2850,5366.7850,1333.6600,-44.4650,4674.9100,3103.0350,-1595.7150,1546.1600,-721.9650,-5217.5900,-357.5900,392.4100,-690.0900,-725.0900,1564.9100,-1532.5900,-7151.3400,20918.6600,-3579.4650,3222.4100,12092.4100,1919.9100,1721.1600,-3265.7150,-3270.0900,-3601.9650,3268.6600,2416.7850,3890.5350,8962.4100,28628.6600,-19648.8400,-3464.4650,-6931.9650,505.5350,3027.4100,2730.5350,1265.5350,2961.7850,5817.4100,3870.5350,8109.9100,8271.7850,6775.5350
1366,3328.0450,2528.0450,5336.7950,1322.4200,-23.2050,4663.6700,3111.7950,-1606.9550,1567.4200,-697.5800,-5228.8300,-333.2050,416.7950,-644.4550,-736.3300,1553.6700,-1511.3300,-7162.5800,20907.4200,-3590.7050,3303.6700,12081.1700,1908.6700,1709.9200,-3291.9550,-3296.3300,-3613.2050,3242.4200,2438.0450,3911.7950,8983.6700,28617.4200,-19627.5800,-3475.7050,-6913.2050,494.2950,2960.5450,2751.7950,1198.6700,2983.0450,5722.4200,3964.2950,8098.6700,8293.0450,6764.2950
1367,3316.8050,2518.0550,5325.5550,1307.4300,-1.9450,4684.9300,3101.8050,-1608.1950,1561.1800,-667.5700,-5240.0700,-303.1950,446.8050,-623.1950,-747.5700,1542.4300,-1555.0700,-7081.3200,20988.6800,-3509.4450,3324.9300,12162.4300,1989.9300,1791.1800,-3270.6950,-3275.0700,-3685.6950,3263.6800,2426.8050,3900.5550,9004.9300,28606.1800,-19595.6950,-3486.9450,-6924.4450,556.1800,2949.3050,2773.0550,1187.4300,3078.0550,5638.6800,3985.5550,8087.4300,8263.0550,6800.5550
1368,3305.5650,2498.6900,5310.5650,1296.1900,-40.6850,4678.6900,3082.4400,-1586.9350,1549.9400,-646.3100,-5251.3100,-281.9350,468.0650,-568.8100,-723.1850,1531.1900,-1566.3100,-7092.5600,20977.4400,-3520.6850,3346.1900,12151.1900,1978.6900,1779.9400,-3281.9350,-3286.3100,-3751.9350,3252.4400,2415.5650,3889.3150,9108.6900,28627.4400,-19576.9350,-3465.6850,-6935.6850,544.9400,2910.5650,2706.1900,1148.6900,3066.8150,5627.4400,4080.5650,8057.4400,8243.0650,6824.3150
1369,3294.3250,2519.9500,5299.3250,1284.9500,-19.4250,4667.4500,3071.2000,-1565.6750,1538.7000,-600.6750,-5226.9250,-236.3000,513.7000,-523.1750,-693.1750,1519.9500,-1577.5500,-7071.3000,20998.7000,-3499.4250,3334.9500,12172.4500,1999.9500,1801.2000,-3293.1750,-3297.5500,-3730.6750,3241.2000,2343.0750,3816.8250,8993.7000,28731.2000,-19588.1750,-3361.9250,-6914.4250,578.7000,2931.8250,2694.9500,1169.9500,3055.5750,5721.2000,4069.3250,8037.4500,8264.3250,6813.0750
1370,3216.8350,2541.2100,5320.5850,1282.4600,-70.6650,4656.2100,3092.4600,-1604.4150,1547.4600,-579.4150,-5196.9150,-215.0400,534.9600,-489.4150,-671.9150,1544.3350,-1588.7900,-7050.0400,21019.9600,-3478.1650,3253.7100,12193.7100,2021.2100,1822.4600,-3365.6650,-3370.0400,-3709.4150,3168.7100,2276.8350,3750.5850,9014.9600,28616.2100,-19599.4150,-3476.9150,-6810.6650,599.9600,2953.0850,2656.2100,1191.2100,3044.3350,5742.4600,4058.0850,8058.7100,8314.3350,6834.3350
1371,3178.0950,2529.9700,5318.0950,1271.2200,-91.9050,4642.4700,3113.7200,-1583.1550,1537.4700,-525.0300,-5175.6550,-160.6550,589.3450,-468.1550,-626.2800,1574.3450,-1600.0300,-7131.2800,21096.2200,-3401.9050,3242.4700,12269.9700,2097.4700,1898.7200,-3431.9050,-3436.2800,-3859.4050,3102.4700,2298.0950,3771.8450,9036.2200,28604.9700,-19578.1550,-3488.1550,-6925.6550,621.2200,2941.8450,2677.4700,1179.9700,2973.7200,5837.4700,4046.8450,8003.7200,8354.3450,6855.5950
1372,3199.3550,2528.7300,5306.8550,1259.9800,-83.1450,4647.4800,3112.4800,-1634.3950,1518.1050,-479.3950,-5130.0200,-115.0200,634.9800,-446.8950,-605.0200,1595.6050,-1575.6450,-7110.0200,21117.4800,-3380.6450,3298.7300,12291.2300,2118.7300,1919.9800,-3410.6450,-3415.0200,-3870.6450,3123.7300,2319.3550,3793.1050,9024.9800,28626.2300,-19474.3950,-3499.3950,-6936.8950,609.9800,2856.8550,2698.7300,1094.9800,2994.9800,5826.2300,3976.2300,7958.7300,8343.1050,6876.8550
1373,3174.3650,2549.9900,5328.1150,1253.7400,-61.8850,4661.8650,3101.2400,-1655.6350,1539.3650,-445.6350,-5108.7600,-81.2600,668.7400,-425.6350,-550.6350,1641.2400,-1545.6350,-7053.7600,21173.7400,-3324.3850,3319.9900,12347.4900,2174.9900,1976.2400,-3389.3850,-3393.7600,-3881.8850,3144.9900,2169.3650,3643.1150,9013.7400,28614.9900,-19364.3850,-3478.1350,-6948.1350,524.9900,2778.7400,2687.4900,1016.8650,2953.7400,5814.9900,3997.4900,7979.9900,8378.1150,6898.1150
1374,3195.6250,2571.2500,5321.8750,1242.5000,-40.6250,4683.1250,3090.0000,-1669.3750,1528.1250,-424.3750,-5054.3750,-60.0000,690.0000,-436.8750,-505.0000,1662.5000,-1524.3750,-7032.5000,21162.5000,-3335.6250,3341.2500,12336.2500,2196.2500,1997.5000,-3539.3750,-3543.7500,-4023.1250,2995.0000,2158.1250,3631.8750,9002.5000,28603.7500,-19375.6250,-3456.8750,-6926.8750,446.8750,2800.0000,2602.5000,1038.1250,2921.2500,5803.7500,3956.2500,7940.0000,8399.3750,6919.3750
1375,3184.3850,2532.5100,5310.6350,1231.2600,-58.1150,4671.8850,3123.7600,-1680.6150,1516.8850,-403.1150,-5008.7400,-38.7400,711.2600,-448.1150,-471.2400,1716.8850,-1478.7400,-7011.2400,21183.7600,-3314.3650,3273.7600,12357.5100,2217.5100,2018.7600,-3550.6150,-3554.9900,-4034.3650,2983.7600,2146.8850,3620.6350,8991.2600,28592.5100,-19386.8650,-3435.6150,-6905.6150,468.1350,2788.7600,2524.3850,1026.8850,2942.5100,5733.1350,3923.7600,7928.7600,8388.1350,6903.1350
1376,3173.1450,2553.7700,5299.3950,1217.5200,-36.8550,4660.6450,3112.5200,-1691.8550,1515.6450,-381.8550,-4974.9800,-17.4800,732.5200,-459.3550,-449.9800,1762.5200,-1457.4800,-6948.7300,21246.2700,-3251.8550,3327.5200,12420.0200,2280.0200,2081.2700,-3561.8550,-3566.2300,-4045.6050,2972.5200,2005.6450,3479.3950,9000.0200,28581.2700,-19365.6050,-3414.3550,-6884.3550,456.8950,2777.5200,2545.6450,1015.6450,2963.7700,5754.3950,3912.5200,7917.5200,8376.8950,6891.8950
1377,3161.9050,2502.5300,5285.6550,1222.5300,-48.0950,4659.4050,3158.7800,-1679.3450,1536.9050,-393.0950,-4953.7200,-28.7200,721.2800,-475.5950,-428.7200,1796.2800,-1403.0950,-6894.9700,21300.0300,-3198.0950,3361.2800,12473.7800,2333.7800,2135.0300,-3703.0950,-3707.4700,-4056.8450,2831.2800,1994.4050,3468.1550,9002.5300,28590.0300,-19344.3450,-3428.0950,-6863.0950,445.6550,2716.2800,2534.4050,954.4050,2990.0300,5713.1550,3901.2800,7906.2800,8365.6550,6913.1550
1378,3149.4150,2481.2900,5290.6650,1236.9150,-59.3350,4680.6650,3175.0400,-1658.0850,1558.1650,-404.3350,-4932.4600,-39.9600,710.0400,-454.3350,-407.4600,1817.5400,-1357.4600,-6861.2100,21333.7900,-3164.3350,3350.0400,12507.5400,2367.5400,2168.7900,-3714.3350,-3718.7100,-4068.0850,2820.0400,1983.1650,3456.9150,8991.2900,28592.5400,-19323.0850,-3435.5850,-6876.8350,384.4150,2668.1650,2523.1650,906.2900,3025.0400,5680.6650,3927.5400,7895.0400,8354.4150,6881.9150
1379,3180.6750,2490.0500,5305.0500,1258.1750,-71.8250,4701.9250,3183.8000,-1669.3250,1519.4250,-415.5750,-4911.2000,-51.2000,698.8000,-465.5750,-418.7000,1838.8000,-1323.7000,-6839.9500,21322.5500,-3143.0750,3338.8000,12496.3000,2356.3000,2157.5500,-3725.5750,-3729.9500,-4079.3250,2808.8000,1971.9250,3445.6750,8980.0500,28581.3000,-19301.8250,-3414.3250,-6884.3250,336.3000,2689.4250,2461.9250,927.5500,3013.8000,5669.4250,3962.5500,7883.8000,8345.6750,6849.4250
1380,3211.9350,2511.3100,5326.3100,1246.9350,-61.8150,4663.1850,3205.0600,-1680.5650,1540.6850,-431.8150,-4922.4400,-67.4400,682.5600,-444.3150,-429.9400,1860.0600,-1302.4400,-6818.6900,21343.8100,-3121.8150,3296.3100,12517.5600,2377.5600,2178.8100,-3736.8150,-3741.1900,-4090.5650,2797.5600,1960.6850,3434.4350,9093.8100,28570.0600,-19315.5650,-3393.0650,-6863.0650,357.5600,2710.6850,2413.8100,948.8100,3002.5600,5658.1850,3983.8100,7887.5600,8366.9350,6806.9350
1381,3244.4450,2500.0700,5315.0700,1235.6950,-40.5550,4684.4450,3226.3200,-1693.0550,1489.4450,-410.5550,-4933.6800,-46.1800,703.8200,-455.5550,-441.1800,1848.8200,-1281.1800,-6781.1800,21381.3200,-3084.3050,3285.0700,12555.0700,2415.0700,2216.3200,-3748.0550,-3752.4300,-4194.3050,2786.3200,1949.4450,3423.1950,9203.1950,28683.8200,-19323.0550,-3511.8050,-6841.8050,378.8200,2699.4450,2435.0700,937.5700,2991.3200,5684.4450,3972.5700,7876.3200,8349.4450,6795.6950
1382,3265.7050,2512.5800,5303.8300,1234.4550,-23.0450,4633.2050,3208.8300,-1708.0450,1468.2050,-421.7950,-4944.9200,-57.4200,692.5800,-466.7950,-457.4200,1837.5800,-1259.9200,-6759.9200,21402.5800,-3063.0450,3273.8300,12576.3300,2436.3300,2237.5800,-3759.2950,-3763.6700,-4299.2950,2775.0800,1938.2050,3411.9550,9321.9550,28793.2050,-19301.7950,-3626.1700,-6960.5450,367.5800,2688.2050,2456.3300,926.3300,2992.5800,5719.4550,3961.3300,7888.8300,8329.4550,6816.9550
1383,3286.9650,2533.8400,5302.5900,1255.7150,-1.7850,4611.9650,3197.5900,-1719.2850,1454.4650,-400.5350,-4961.1600,-36.1600,713.8400,-519.2850,-436.1600,1826.3400,-1271.1600,-6771.1600,21423.8400,-3074.2850,3270.0900,12565.0900,2425.0900,2226.3400,-3770.5350,-3774.9100,-4278.0350,2763.8400,1834.4650,3308.2150,9459.4650,28911.9650,-19280.5350,-3749.9100,-7074.9100,356.3400,2628.2150,2445.0900,866.3400,2981.3400,5740.7150,3962.5900,7903.8400,8318.2150,6882.5900
1384,3303.2250,2522.6000,5323.8500,1276.9750,10.7250,4620.7250,3218.8500,-1701.7750,1443.2250,-411.7750,-4939.9000,-47.4000,702.6000,-558.0250,-447.4000,1810.1000,-1282.4000,-6774.9000,21422.6000,-3078.0250,3291.3500,12563.8500,2423.8500,2222.6000,-3874.2750,-3878.6500,-4406.7750,2660.1000,1729.4750,3203.2250,9480.7250,29049.4750,-19399.2750,-3892.4000,-7198.6500,296.3500,2649.4750,2433.8500,887.6000,3053.8500,5729.4750,3951.3500,7925.1000,8316.9750,6970.1000
1385,3324.4850,2511.3600,5345.1100,1238.2350,-0.5150,4641.9850,3240.1100,-1680.5150,1431.9850,-423.0150,-4951.1400,-58.6400,691.3600,-536.7650,-426.1400,1831.3600,-1293.6400,-6753.6400,21411.3600,-3056.7650,3280.1100,12585.1100,2445.1100,2243.8600,-3979.2650,-3983.6400,-4385.5150,2555.1100,1750.7350,3224.4850,9620.7350,29070.7350,-19513.6400,-3903.6400,-7341.1400,317.6100,2564.4850,2373.8600,802.6100,3075.1100,5718.2350,4023.8600,7921.3600,8338.2350,7065.1100
1386,3338.2450,2498.8700,5306.3700,1259.4950,16.9950,4630.7450,3247.6200,-1668.0050,1444.4950,-475.5050,-4929.8800,-111.1300,638.8700,-583.0050,-437.3800,1820.1200,-1309.8800,-6764.8800,21432.6200,-3035.5050,3276.3700,12606.3700,2466.3700,2265.1200,-3958.0050,-3962.3800,-4396.7550,2576.3700,1621.9950,3095.7450,9780.7450,29210.7450,-19637.3800,-4048.6300,-7319.8800,232.6200,2470.1200,2395.1200,708.2450,2966.9950,5719.4950,4045.1200,7942.6200,8359.4950,7086.3700
1387,3327.0050,2508.8800,5327.6300,1208.2550,38.2550,4643.2550,3232.6300,-1679.2450,1465.7550,-514.2450,-4941.1200,-149.8700,600.1300,-561.7450,-448.6200,1841.3800,-1288.6200,-6766.1200,21431.3800,-3039.2450,3297.6300,12605.1300,2465.1300,2263.8800,-4086.7450,-4091.1200,-4407.9950,2447.6300,1643.2550,3117.0050,9769.5050,29370.7550,-19779.8700,-3888.6200,-7464.8700,322.0050,2491.3800,2310.1300,697.0050,2988.2550,5708.2550,3937.0050,7963.8800,8348.2550,7165.7550
1388,3348.2650,2530.1400,5276.3900,1187.0150,27.0150,4664.5150,3221.3900,-1661.7350,1454.5150,-492.9850,-4952.3600,-128.6100,621.3900,-615.4850,-501.1100,1830.1400,-1299.8600,-6744.8600,21420.1400,-3017.9850,3286.3900,12626.3900,2453.8900,2285.1400,-4065.4850,-4069.8600,-4524.2350,2468.8900,1632.0150,3105.7650,9758.2650,29359.5150,-19791.1100,-3899.8600,-7304.8600,310.7650,2512.6400,2215.7650,685.7650,3063.2650,5780.7650,3958.2650,7952.6400,8399.5150,7187.0150
1389,3337.0250,2547.6500,5255.1500,1173.2750,15.7750,4653.2750,3238.9000,-1672.9750,1443.2750,-539.2250,-5004.8500,-174.8500,575.1500,-594.2250,-539.8500,1818.9000,-1278.6000,-6756.1000,21441.4000,-3029.2250,3275.1500,12647.6500,2475.1500,2306.4000,-4076.7250,-4081.1000,-4502.9750,2457.6500,1620.7750,3094.5250,9965.7750,29348.2750,-19936.1000,-3911.1000,-7316.1000,299.5250,2501.4000,2237.0250,674.5250,2944.5250,5802.0250,4033.2750,7896.4000,8437.0250,7208.2750
